Unnamed: 0,country,designation,points,price,price_GBP
13725,Chile,Estate Malbec-Petite Sirah,90,15.0,18.0
13732,Chile,First Edition,88,18.0,21.6
13734,Chile,Enki Carmenère-Carignan,88,30.0,36.0
13747,Chile,Marques de Casa Concha,88,22.0,26.4
13758,Chile,Reserve,83,11.0,13.2
13763,Chile,Missing,83,15.0,18.0
13764,Chile,,83,20.0,24.0
13765,Chile,Quino Noir,83,43.0,51.6
13766,Chile,,83,14.0,16.8
13768,Chile,Reserva Organic,82,13.0,15.6
13769,Chile,Viento Mar Single Vineyard Block N°21,82,20.0,24.0
13771,Chile,Crucero Collection,82,13.0,15.6
13774,Chile,Reserva,82,10.0,12.0
13775,Chile,Crazy Rows,82,25.0,30.0
13776,Chile,Reserva,82,11.0,13.2
13777,Chile,Natura,82,11.0,13.2
13778,Chile,Los Vascos,81,13.0,15.6
13779,Chile,,81,7.0,8.4
13780,Chile,Assemblage Reserve,81,20.0,24.0
13781,Chile,Clava Reserve,80,14.0,16.8
13782,Chile,Left Coast,80,7.0,8.4
13783,Chile,Albamar,80,12.0,14.4
13864,Chile,,85,9.0,10.8
13880,Chile,Reserva,85,12.0,14.4
14084,Chile,Reserva,87,12.0,14.4
14097,Chile,Aliwen Reserva,87,12.0,14.4
14098,Chile,Reserva,87,12.0,14.4
14101,Chile,Gran Reserva,87,20.0,24.0
14107,Chile,Founder's Collection,87,40.0,48.0
14109,Chile,,92,66.0,79.2
14126,Chile,Tupu Edicion Limitada,92,52.0,62.4
14224,Chile,Viñedo Las Vertientes,88,20.0,24.0
14234,Chile,Gran Reserva,88,17.0,20.4
14239,Chile,Late Harvest,88,17.0,20.4
14253,Chile,,86,19.0,22.8
14257,Chile,Sabrina Reserve,86,12.0,14.4
14260,Chile,Family Vintage,86,17.0,20.4
14263,Chile,Gran Reserva,86,16.0,19.2
14269,Chile,,86,10.0,12.0
14270,Chile,Marques de Casa Concha,86,18.0,21.6
14271,Chile,Legado Reserva,86,16.0,19.2
14375,Chile,Protegido,89,50.0,60.0
14380,Chile,Grand Reserve,89,21.0,25.2
14411,Chile,,86,12.0,14.4
14413,Chile,Orzada Made With Organic Grapes,86,21.0,25.2
14429,Chile,Limited Reserve,86,18.0,21.6
14436,Chile,Classic Series,86,13.0,15.6
14446,Chile,Alpha,91,25.0,30.0
14451,Chile,Millantu Cabernet Sauvignon-Cabernet Franc-Carmenère,91,30.0,36.0
14454,Chile,Altura,91,76.0,91.2
14463,Chile,Ossa Sixth Generation,91,120.0,144.0
14513,Chile,Sol de Sol,88,35.0,42.0
14522,Chile,Trisquel,88,19.0,22.8
14562,Chile,Sabino,89,24.0,28.8
14564,Chile,Coastal Cool Climate Wine Single Vineyard,89,17.0,20.4
14574,Chile,Cool Coast,89,24.0,28.8
14652,Chile,Cuvée Don Reca Limited Release,86,25.0,30.0
14700,Chile,Alazan,89,36.0,43.2
14715,Chile,Trisquel Series Altitud,89,21.0,25.2
14760,Chile,Single Vineyard,90,25.0,30.0
14800,Chile,,87,12.0,14.4
14805,Chile,Reserva,87,10.0,12.0
14813,Chile,Reserva,87,,
14848,Chile,Single Vineyard Cahuil,88,22.0,26.4
14850,Chile,Kalfu Kuda,88,19.0,22.8
15038,Chile,La Gloria,88,12.0,14.4
15043,Chile,Corralillo,88,16.0,19.2
15046,Chile,Q,88,19.0,22.8
15131,Chile,,93,75.0,90.0
15164,Chile,Culpeo Made with Organic Grapes,87,10.0,12.0
15181,Chile,Crucero,87,10.0,12.0
15387,Chile,Reserva,85,10.0,12.0
15393,Chile,Reserva,85,12.0,14.4
15397,Chile,U Estate Grown,85,10.0,12.0
15401,Chile,Sabino,85,26.0,31.2
15402,Chile,,85,15.0,18.0
15410,Chile,Special Release Reserva,85,15.0,18.0
15413,Chile,Reserva,85,11.0,13.2
15429,Chile,20 Barrels,90,35.0,42.0
15697,Chile,Orzada,88,20.0,24.0
15721,Chile,Single Vineyard Don Maximiano Estate,88,21.0,25.2
15722,Chile,Gran Araucano,88,35.0,42.0
15742,Chile,Single Vineyard,91,25.0,30.0
15804,Chile,,85,10.0,12.0
15809,Chile,,85,9.0,10.8
15819,Chile,,85,11.0,13.2
15829,Chile,,85,12.0,14.4
15902,Chile,Armador,88,14.0,16.8
15913,Chile,Gran Reserva Origen,88,16.0,19.2
15952,Chile,,85,13.0,15.6
15977,Chile,Reserva Espiritu de Los Andes Estate Bottled,85,12.0,14.4
15997,Chile,Serie Riberas Gran Reserva,86,17.0,20.4
16010,Chile,XX Celebration Series,86,16.0,19.2
16148,Chile,La Cumbre,92,120.0,144.0
16149,Chile,Alfa Centauri Cabernet Sauvignon-Cabernet Franc-Merlot,92,45.0,54.0
16156,Chile,Lacruz,92,55.0,66.0
16338,Chile,Armador,87,13.0,15.6
16343,Chile,La Porfia Grand Reserve,87,17.0,20.4
16429,Chile,Marea,89,25.0,30.0
16518,Chile,Left Coast,81,7.0,8.4
16520,Chile,Grand Cuvée Blanc de Blancs,81,25.0,30.0
16521,Chile,El Principal Andetelmo,81,90.0,108.0
16561,Chile,Reserva Especial,83,19.0,22.8
16563,Chile,Reserva,83,12.0,14.4
16691,Chile,Alpha,88,24.0,28.8
16708,Chile,Hacienda Araucano Humo Blanco,88,22.0,26.4
16715,Chile,Casillero del Diablo Reserva Privada,88,14.0,16.8
16839,Chile,Pionero,82,7.0,8.4
16887,Chile,Casillero del Diablo Reserva,85,11.0,13.2
16898,Chile,,85,11.0,13.2
16905,Chile,Reserva,85,10.0,12.0
16906,Chile,Reserva Estate Bottled,85,10.0,12.0
16908,Chile,Reserva,85,10.0,12.0
16912,Chile,,85,8.0,9.6
16913,Chile,Reserva,85,13.0,15.6
16928,Chile,Duette Premium,86,20.0,24.0
17136,Chile,Reserva Especial Sibaris,87,16.0,19.2
17137,Chile,Maucho Reserva,87,15.0,18.0
17138,Chile,,87,80.0,96.0
17240,Chile,U Estate Grown,86,10.0,12.0
17250,Chile,Reserva,85,11.0,13.2
17304,Chile,EQ Coastal,89,20.0,24.0
17310,Chile,Private Collection,89,30.0,36.0
17311,Chile,Catalina,89,50.0,60.0
17345,Chile,Anka,90,22.0,26.4
17391,Chile,Family Reserva,85,19.0,22.8
17404,Chile,Cefiro Reserva,84,12.0,14.4
17409,Chile,Crucero Collection,84,13.0,15.6
17412,Chile,Reserva,84,11.0,13.2
17413,Chile,Reserve,84,15.0,18.0
17415,Chile,Sumpai,84,22.0,26.4
17417,Chile,Los Vascos,84,13.0,15.6
17449,Chile,Punto Final,88,12.0,14.4
17457,Chile,Casa,88,13.0,15.6
17461,Chile,VSC,88,30.0,36.0
17490,Chile,CJ's Barrel,89,38.0,45.6
17493,Chile,TH Terroir Hunter Lo Abarca,89,21.0,25.2
17511,Chile,Reserva,89,13.0,15.6
17513,Chile,Cipreses Vineyard,89,25.0,30.0
17564,Chile,Barrel Series Reserva,87,14.0,16.8
17567,Chile,,87,11.0,13.2
17577,Chile,Single Vineyard Kadún,87,22.0,26.4
17621,Chile,Single Vineyard Garuma,87,18.0,21.6
17725,Chile,Serie Riberas Gran Reserva Ribera del Maule,87,18.0,21.6
17790,Chile,Espiritu de Chile Winemaker's Collection Assemblage,85,14.0,16.8
17792,Chile,Viña Macatero Estate,85,11.0,13.2
17813,Chile,Select Terroir Unoaked,84,9.0,10.8
17821,Chile,Visión,86,14.0,16.8
17893,Chile,Estate Grown,85,10.0,12.0
17904,Chile,La Joya Gran Reserva,85,15.0,18.0
17914,Chile,Cuvée Tradition,85,13.0,15.6
17933,Chile,Gran Devoción,87,14.0,16.8
17940,Chile,,87,17.0,20.4
17967,Chile,Kuda Unoaked,88,19.0,22.8
18036,Chile,Viu 1,92,75.0,90.0
18056,Chile,Amplus One,90,24.0,28.8
18077,Chile,Gran Reserva Etiqueta Negra,90,30.0,36.0
18144,Chile,1810,88,44.0,52.8
18165,Chile,,88,15.0,18.0
18221,Chile,Reserva,87,12.0,14.4
18250,Chile,Manso de Velasco,92,60.0,72.0
18330,Chile,Los Lingues Gran Reserva,83,22.0,26.4
18340,Chile,Novas Gran Reserva,82,16.0,19.2
18347,Chile,Gold Reserve,82,14.0,16.8
18356,Chile,Reserva,87,10.0,12.0
18358,Chile,Casillero del Diablo Reserva,87,11.0,13.2
18406,Chile,,88,15.0,18.0
18410,Chile,Gran Reserva,88,18.0,21.6
18444,Chile,Le Dix de Los Vascos Estate Grown,92,65.0,78.0
18547,Chile,Natura,87,11.0,13.2
18560,Chile,Reserva,86,13.0,15.6
18565,Chile,Garuma Vineyard,86,18.0,21.6
18566,Chile,Urban Maule,86,11.0,13.2
18567,Chile,Reserva,86,12.0,14.4
18569,Chile,Reserve Barrel Select,86,12.0,14.4
18570,Chile,Reseve Barrel Select,86,12.0,14.4
18722,Chile,Unique Selection,91,50.0,60.0
18724,Chile,Ecos de Rulo Single Vineyard El Chequén Estate,91,20.0,24.0
18734,Chile,Protegido,91,50.0,60.0
18736,Chile,Cuvée Alexandre Apalta Vineyard,90,24.0,28.8
18737,Chile,,90,19.0,22.8
18739,Chile,Cuvée Alexandre Las Kuras Vineyard,88,25.0,30.0
18745,Chile,,88,80.0,96.0
18746,Chile,Gran Reserva,88,17.0,20.4
18757,Chile,Pequeñas Producciones Estate Bottled,88,41.0,49.2
18760,Chile,Estate Vintage,88,18.0,21.6
18848,Chile,Quinel Vineyard,90,17.0,20.4
18947,Chile,,91,49.0,58.8
19049,Chile,Reserva,84,9.0,10.8
19050,Chile,Reserva,84,11.0,13.2
19051,Chile,,84,9.0,10.8
19056,Chile,Reserva,84,11.0,13.2
19057,Chile,Reserva,84,10.0,12.0
19058,Chile,Tributo Single Vineyard,84,20.0,24.0
19186,Chile,Purple Angel,91,48.0,57.6
19191,Chile,,91,70.0,84.0
19194,Chile,Bravura,91,45.0,54.0
19204,Chile,Reserva,86,11.0,13.2
19206,Chile,Alcance,86,15.0,18.0
19207,Chile,,86,20.0,24.0
19208,Chile,Reserva,86,14.0,16.8
19219,Chile,Alcance,86,15.0,18.0
19220,Chile,Reserva,86,9.0,10.8
19232,Chile,,86,12.0,14.4
19239,Chile,Reserva lo Mejor Illusión,86,14.0,16.8
19246,Chile,Raíces Nobles,87,20.0,24.0
19257,Chile,Late Harvest,87,18.0,21.6
19365,Chile,Reserva Privada,88,19.0,22.8
19374,Chile,Sibaris Reserva Especial,88,16.0,19.2
19390,Chile,Nimbus Single Vineyard,89,15.0,18.0
19404,Chile,Reserva Estate Grown,86,11.0,13.2
19405,Chile,Casillero del Diablo Reserva,86,12.0,14.4
19417,Chile,Toro de Piedra Grand Reserve Single Vineyard,86,12.0,14.4
19418,Chile,Puerto Viejo Estate Bottled Single Vineyard Reserve,86,10.0,12.0
19419,Chile,Secreto,86,14.0,16.8
19606,Chile,Q,90,15.0,18.0
19804,Chile,,83,12.0,14.4
19806,Chile,Unfiltered,83,15.0,18.0
19810,Chile,Bill Limited Edition,83,27.0,32.4
19811,Chile,Brut Nature,83,45.0,54.0
19812,Chile,Albamar,83,12.0,14.4
19816,Chile,Gran Reserva,83,20.0,24.0
19906,Chile,Special Reserve,85,10.0,12.0
19911,Chile,Cayao,85,50.0,60.0
19919,Chile,,85,18.0,21.6
19926,Chile,Gran Reserva Estate Bottled,89,16.0,19.2
19958,Chile,Grand Reserve Limited Edition,88,18.0,21.6
19961,Chile,,88,12.0,14.4
19963,Chile,Reserva,88,12.0,14.4
20101,Chile,1865 Single Vineyard,88,18.0,21.6
20108,Chile,Private Reserve,88,11.0,13.2
20123,Chile,Winemaker's Collection,88,12.0,14.4
20139,Chile,Reserve,84,16.0,19.2
20144,Chile,Unfiltered,83,25.0,30.0
20148,Chile,Expedicion,83,12.0,14.4
20175,Chile,1810,90,44.0,52.8
20253,Chile,Reserva,87,10.0,12.0
20266,Chile,Reserva,87,10.0,12.0
20267,Chile,Alcaparral,88,20.0,24.0
20272,Chile,Gran Reserva,88,15.0,18.0
20294,Chile,Herú,88,45.0,54.0
20368,Chile,El Principal Andetelmo,93,54.0,64.8
20401,Chile,Family Selection,89,29.0,34.8
20447,Chile,Reserva Estate Bottled,85,15.0,18.0
20449,Chile,EQ,85,26.0,31.2
20460,Chile,Wave Series Right Wave,85,12.0,14.4
20467,Chile,Reserva Syrah,85,13.0,15.6
20475,Chile,Reserva Estate Bottled,85,12.0,14.4
20476,Chile,Vitral Reserva,85,13.0,15.6
20495,Chile,Coastal Cool Climate Wine Single Vineyard,85,21.0,25.2
20496,Chile,Reserva,85,13.0,15.6
20501,Chile,Reserva,85,13.0,15.6
20502,Chile,,85,13.0,15.6
20503,Chile,,85,10.0,12.0
20630,Chile,Urban Maule,88,14.0,16.8
20633,Chile,Reserva,88,15.0,18.0
20665,Chile,Reserva,87,12.0,14.4
20671,Chile,Single Vineyard Falaris Hill Vineyard Reserva Especial,87,20.0,24.0
20673,Chile,Corralillo,87,20.0,24.0
20678,Chile,Gran Reserva,87,15.0,18.0
20712,Chile,Reserva,88,13.0,15.6
20714,Chile,Royale,88,26.0,31.2
20717,Chile,Quebrada Seca,88,55.0,66.0
20781,Chile,Duette,86,20.0,24.0
20783,Chile,Cuvée Alexandre Apalta Vineyard,86,23.0,27.6
20790,Chile,,86,20.0,24.0
20952,Chile,Xplorador,84,8.0,9.6
20990,Chile,Reserve,85,10.0,12.0
20996,Chile,Reserva,85,13.0,15.6
21001,Chile,Reserva Estate Bottled,85,8.0,9.6
21010,Chile,Reserva,85,13.0,15.6
21011,Chile,Single Vineyard Constanza,84,46.0,55.2
21014,Chile,Single Vineyard Kadún,84,,
21135,Chile,Toro de Piedra Grand Reserve Late Harvest,88,12.0,14.4
21289,Chile,Gran Corte,87,40.0,48.0
21304,Chile,La Palma,85,8.0,9.6
21305,Chile,Gran Reserva de los Andes,85,12.0,14.4
21310,Chile,,85,9.0,10.8
21311,Chile,Castillo de Molina,85,12.0,14.4
21316,Chile,Tributo Single Vineyard,85,20.0,24.0
21318,Chile,Grande,85,7.0,8.4
21367,Chile,Albaclara Gran Reserva,86,10.0,12.0
21373,Chile,Castillo de Molina,85,,
21374,Chile,Gran Reserva de Los Andes Estate Bottled,85,,
21438,Chile,Lot 4,88,40.0,48.0
21439,Chile,Vigno,88,35.0,42.0
21477,Chile,,92,150.0,180.0
21480,Chile,Desafio,87,15.0,18.0
21500,Chile,Max Reserva,87,20.0,24.0
21561,Chile,Urban Maule,87,11.0,13.2
21647,Chile,Max Reserva,89,20.0,24.0
21827,Chile,Reserva,81,15.0,18.0
21829,Chile,Tama Vineyard Selection,81,15.0,18.0
21840,Chile,Queulat Single Vineyard Gran Reserva,80,18.0,21.6
21865,Chile,Reserva,86,12.0,14.4
21867,Chile,BrisAndes,86,11.0,13.2
21930,Chile,Quatro,90,16.0,19.2
21962,Chile,Max Reserva,88,20.0,24.0
21973,Chile,Alpha,88,25.0,30.0
22018,Chile,Reserva Especial,86,13.0,15.6
22024,Chile,Reserva Estate Bottled,86,10.0,12.0
22026,Chile,Reserve,86,10.0,12.0
22036,Chile,Araucano Reserva Made With Organic Grapes,86,13.0,15.6
22144,Chile,Gravas del Maipo,91,125.0,150.0
22222,Chile,Rosé,84,7.0,8.4
22224,Chile,Culpeo,84,10.0,12.0
22232,Chile,Vendimia Tardía,84,25.0,30.0
22239,Chile,Reserve,84,17.0,20.4
22424,Chile,Lien,88,19.0,22.8
22463,Chile,Reserva,86,11.0,13.2
22475,Chile,Serie Riberas Gran Reserva Ribera del Rapel,86,18.0,21.6
22476,Chile,Serie Riberas Gran Reserva Ribera del Rapel,86,18.0,21.6
22553,Chile,Alpha,89,23.0,27.6
22564,Chile,Sibaris Gran Reserva,89,18.0,21.6
22603,Chile,Special Reserve,89,16.0,19.2
22624,Chile,Serie Riberas Gran Reserva,89,17.0,20.4
22664,Chile,,90,22.0,26.4
22735,Chile,Pionero,84,7.0,8.4
22742,Chile,Terrarum,84,10.0,12.0
22771,Chile,Cauquenina Viñas Viejas de Cauquenes,90,30.0,36.0
22822,Chile,Reserva,86,13.0,15.6
22836,Chile,Reserva,86,10.0,12.0
22837,Chile,Reserva,86,10.0,12.0
22844,Chile,Apalta Vineyard,93,60.0,72.0
22893,Chile,Reserva,88,20.0,24.0
22899,Chile,Marques de Casa Concha,88,22.0,26.4
22904,Chile,,88,12.0,14.4
22982,Chile,,87,19.0,22.8
22983,Chile,EQ,87,43.0,51.6
22990,Chile,La Capitana Barrel Reserve,87,17.0,20.4
22995,Chile,Los Vascos Grande Reserve,87,20.0,24.0
23111,Chile,Orzada Made With Organic Grapes,89,21.0,25.2
23119,Chile,,89,25.0,30.0
23213,Chile,T.H. Terroir Hunter Alto Maipo,90,25.0,30.0
23258,Chile,Reserva,85,12.0,14.4
23265,Chile,Reserva,85,9.0,10.8
23269,Chile,Reserva Especial,85,19.0,22.8
23276,Chile,,85,9.0,10.8
23288,Chile,San Carlos Single Vineyard,91,25.0,30.0
23366,Chile,DON,90,75.0,90.0
23408,Chile,Reserva,87,11.0,13.2
23518,Chile,Q Grand Reserve,86,17.0,20.4
23520,Chile,,86,11.0,13.2
23522,Chile,Edicion Limitada M,86,30.0,36.0
23524,Chile,Puerto Viejo Estate Bottled Single Vineyard Reserve,86,10.0,12.0
23530,Chile,Gran Reserva,86,18.0,21.6
23547,Chile,Wild Ferment,84,21.0,25.2
23550,Chile,Reserva,84,16.0,19.2
23551,Chile,Organically Grown Grapes,84,13.0,15.6
23553,Chile,,84,10.0,12.0
23554,Chile,Reserva,84,13.0,15.6
23561,Chile,Reserva,84,15.0,18.0
23564,Chile,Reserva,84,10.0,12.0
23565,Chile,Reserve,84,14.0,16.8
23645,Chile,Terrunyo Entre Cordilleras Peumo Vineyard Block 27,89,40.0,48.0
23661,Chile,,89,15.0,18.0
23671,Chile,1865 Single Vineyard,89,19.0,22.8
23701,Chile,Momentos Reserva,87,11.0,13.2
23712,Chile,Reserva Leyda Estate,87,12.0,14.4
24057,Chile,Hacienda Araucano Reserva,85,13.0,15.6
24062,Chile,Reserva,85,10.0,12.0
24159,Chile,Reserva,87,16.0,19.2
24174,Chile,Casa Grand Selection,87,14.0,16.8
24236,Chile,Reserva,85,10.0,12.0
24237,Chile,120,85,9.0,10.8
24247,Chile,Reserva Especial,85,23.0,27.6
24251,Chile,Casa la Joya Gran Reserve,85,15.0,18.0
24252,Chile,Casa La Joya Gran Reserve,85,15.0,18.0
24253,Chile,Casa La Joya Reserve,85,11.0,13.2
24592,Chile,Reserva,87,5.0,6.0
24595,Chile,Block Selection Reserve,87,11.0,13.2
24599,Chile,Classic Series,87,12.0,14.4
24601,Chile,Estate Bottled Reserva,87,15.0,18.0
24627,Chile,The Lost Barrel,87,25.0,30.0
24630,Chile,Bio-Sur,87,14.0,16.8
24639,Chile,,87,19.0,22.8
24654,Chile,Edicion Limitada,88,18.0,21.6
24707,Chile,Single Vineyard,90,21.0,25.2
24722,Chile,Sol de Sol,85,35.0,42.0
24745,Chile,Ona Special Reserve,85,19.0,22.8
24748,Chile,Block g+i,93,40.0,48.0
24822,Chile,Gran Reserva,90,,
24850,Chile,Hacienda Araucano Alka,90,60.0,72.0
24855,Chile,Secreto,87,14.0,16.8
24879,Chile,Reserve,85,15.0,18.0
24882,Chile,,85,13.0,15.6
24890,Chile,Gran Reserva,85,14.0,16.8
24928,Chile,Secreto,88,13.0,15.6
24952,Chile,Tieras Moradas,90,50.0,60.0
24982,Chile,,87,23.0,27.6
24985,Chile,Monster Block,87,30.0,36.0
24996,Chile,Elegido Gran Reserva,87,18.0,21.6
25013,Chile,Folly,93,95.0,114.0
25015,Chile,,93,78.0,93.6
25029,Chile,Amelia Limited Release,88,50.0,60.0
25030,Chile,Finis Terrae,88,26.0,31.2
25072,Chile,Tradition Réserve,85,11.0,13.2
25076,Chile,Gran Reserva,85,15.0,18.0
25234,Chile,Vertice Apalta Vineyards,87,40.0,48.0
25236,Chile,Doña Bernarda,87,24.0,28.8
25296,Chile,La Joya Gran Reserva,86,15.0,18.0
25301,Chile,Nimbus Estate Single Vineyard,87,12.0,14.4
25324,Chile,Sustainable Agriculture,87,13.0,15.6
25398,Chile,Alka,94,50.0,60.0
25424,Chile,Signature 1,90,80.0,96.0
25494,Chile,Private,89,33.0,39.6
25566,Chile,Marques de Casa Concha,91,25.0,30.0
25570,Chile,Reserva Premium Blend,85,17.0,20.4
25576,Chile,Duette,85,18.0,21.6
25715,Chile,Made with Organic Grapes,84,15.0,18.0
25729,Chile,Clava Coastal Reserve,84,13.0,15.6
25744,Chile,Corralillo Winemaker's Blend,91,30.0,36.0
25751,Chile,Terrunyo Costa Los Boldos Vineyard Block 5,91,30.0,36.0
25753,Chile,Coyam,91,34.0,40.8
25832,Chile,Gran Reserva,88,13.0,15.6
25833,Chile,Single Vineyard La Capilla Estate,88,22.0,26.4
25837,Chile,Floresta,88,23.0,27.6
25871,Chile,Selection,84,9.0,10.8
25872,Chile,Estate Bottled Gran Reserva,84,16.0,19.2
25874,Chile,Duette Premium,84,18.0,21.6
25875,Chile,Reserva Espiritu de Los Andes Estate Bottled,84,12.0,14.4
25876,Chile,,84,11.0,13.2
25877,Chile,Tributo Single Vineyard,84,21.0,25.2
25878,Chile,Quinel Single Vineyard Estate Bottled,84,18.0,21.6
25880,Chile,,84,12.0,14.4
25922,Chile,Microterroir de Los Lingues,87,48.0,57.6
25925,Chile,Reserva,87,12.0,14.4
25936,Chile,Gran Reserva Maipo Alto,87,15.0,18.0
25944,Chile,Santa Digna Estelado Rosé,87,,
25948,Chile,Signature,87,40.0,48.0
26237,Chile,1865 Limited Edition,90,25.0,30.0
26247,Chile,Viu 1,90,75.0,90.0
26253,Chile,Red One,90,22.0,26.4
26332,Chile,Reserva,86,12.0,14.4
26333,Chile,Reserva,86,12.0,14.4
26339,Chile,Reserve,86,10.0,12.0
26412,Chile,Aconcagua Costa Single Vineyard,88,20.0,24.0
26460,Chile,Alpha,88,24.0,28.8
26462,Chile,,88,40.0,48.0
26472,Chile,BrisAndes,88,11.0,13.2
26478,Chile,Late Harvest,88,13.0,15.6
26479,Chile,Reserva,88,14.0,16.8
26559,Chile,,92,50.0,60.0
26624,Chile,Grand Cru,89,48.0,57.6
26678,Chile,Clos Apalta,93,80.0,96.0
26694,Chile,Alpha,91,28.0,33.6
26918,Chile,Albamar,82,11.0,13.2
26926,Chile,Selection,82,8.0,9.6
26930,Chile,Reserva,82,12.0,14.4
26932,Chile,Reserva,82,12.0,14.4
26935,Chile,Puerto Viejo Reserve,82,10.0,12.0
26937,Chile,Gran Reserva,87,17.0,20.4
26976,Chile,Casa,87,13.0,15.6
26979,Chile,Reserva,87,12.0,14.4
26983,Chile,Anke Blend 2 Carménère-Petit Verdot-Shiraz,87,12.0,14.4
26984,Chile,Reserva,87,13.0,15.6
26987,Chile,La Capitana Barrel Reserve,87,17.0,20.4
26994,Chile,Aliwen Reserva,87,13.0,15.6
27014,Chile,Casillero del Diablo Reserva Privada,87,14.0,16.8
27078,Chile,,85,10.0,12.0
27093,Chile,Reserva de Familia,84,15.0,18.0
27095,Chile,,84,7.0,8.4
27097,Chile,Rosado Soul,84,12.0,14.4
27203,Chile,Single Vineyard,83,13.0,15.6
27207,Chile,Reserva,83,9.0,10.8
27217,Chile,Reserva,83,12.0,14.4
27218,Chile,Estate Series,83,8.0,9.6
27219,Chile,,83,15.0,18.0
27225,Chile,Estate Reserve,82,10.0,12.0
27227,Chile,Los Riscos,82,7.0,8.4
27228,Chile,Reserva Oak Barrel Aged,82,12.0,14.4
27229,Chile,Reserva,82,11.0,13.2
27230,Chile,,82,8.0,9.6
27237,Chile,T.H. Terroir Hunter Alto Maipo,90,30.0,36.0
27257,Chile,Antu,90,23.0,27.6
27453,Chile,Quatro,90,15.0,18.0
27580,Chile,Old Vine Hand Harvested,82,12.0,14.4
27588,Chile,Expedicion,80,12.0,14.4
27710,Chile,Winemaker's Selection Single Vineyard Quebrada Seca,88,23.0,27.6
27728,Chile,Secreto,87,14.0,16.8
27824,Chile,Momentos Reserve,86,12.0,14.4
27825,Chile,Momentos Reserve,86,12.0,14.4
27829,Chile,Reserva,86,13.0,15.6
27831,Chile,Canto Sur,86,15.0,18.0
27834,Chile,Classic Series,86,13.0,15.6
27835,Chile,120,86,8.0,9.6
27836,Chile,Reserva,86,13.0,15.6
27838,Chile,Expedicion,86,12.0,14.4
27841,Chile,Speical Edition Reserva,86,11.0,13.2
27863,Chile,Lota,92,80.0,96.0
27970,Chile,First Edition,91,24.0,28.8
28072,Chile,Family Selection,88,14.0,16.8
28075,Chile,Armador,88,13.0,15.6
28080,Chile,Orzada,88,20.0,24.0
28084,Chile,Grand Reserve,88,18.0,21.6
28090,Chile,Amelia,88,33.0,39.6
28315,Chile,Viognier Chardonnay,87,8.0,9.6
28325,Chile,,87,15.0,18.0
28328,Chile,Visión,86,14.0,16.8
28332,Chile,Reserve,86,9.0,10.8
28369,Chile,Reserva,88,13.0,15.6
28385,Chile,Casillero del Diablo Reserve,88,12.0,14.4
28419,Chile,Aliwen Reserva,86,12.0,14.4
28425,Chile,Reserva,86,12.0,14.4
28481,Chile,Cariblanco,90,18.0,21.6
28523,Chile,Reserva Espiritu de Los Andes Estate Bottled,85,12.0,14.4
28525,Chile,Reserva,85,12.0,14.4
28531,Chile,Select Terroir,85,10.0,12.0
28533,Chile,Estate Series,85,8.0,9.6
28545,Chile,Secret Reserve,85,12.0,14.4
28605,Chile,Terrunyo El Triángulo Vineyard Block: 28,90,29.0,34.8
28621,Chile,Alazan,90,28.0,33.6
28623,Chile,Folly,90,82.0,98.4
28629,Chile,Reserva Unoaked,82,11.0,13.2
28631,Chile,Reserva,82,13.0,15.6
28635,Chile,,82,9.0,10.8
28648,Chile,Marchile,85,8.0,9.6
28650,Chile,Expedicion,85,12.0,14.4
28675,Chile,Gran Reserva,85,13.0,15.6
28676,Chile,Hacienda Araucano Reserva,85,12.0,14.4
28690,Chile,Reserva,86,15.0,18.0
28694,Chile,Corralillo,86,28.0,33.6
28830,Chile,Cool Coast,84,24.0,28.8
28835,Chile,,84,12.0,14.4
28836,Chile,Reserva,84,12.0,14.4
28877,Chile,Gran Reserva,87,25.0,30.0
28901,Chile,Casillero del Diablo Reserve,83,12.0,14.4
28902,Chile,,83,10.0,12.0
28904,Chile,,83,9.0,10.8
28906,Chile,Classic Series,83,12.0,14.4
28907,Chile,Albamar,83,13.0,15.6
28924,Chile,,83,9.0,10.8
28958,Chile,La Palma,86,9.0,10.8
28971,Chile,Reserva Privada,86,15.0,18.0
28982,Chile,Edición Limitada,84,14.0,16.8
28997,Chile,Petirrojo Reserva Estate Grown,84,8.0,9.6
28998,Chile,Reserva Sepia,84,12.0,14.4
28999,Chile,Gran Reserva,84,18.0,21.6
29010,Chile,Reserve Barrel Select,87,12.0,14.4
29036,Chile,Single Vineyard,90,18.0,21.6
29044,Chile,Triple C,90,40.0,48.0
29047,Chile,Vertice Apalta Vineyard,90,,
29103,Chile,Intriga Maxima,90,90.0,108.0
29106,Chile,Pehuén,90,70.0,84.0
29193,Chile,Carmín de Peumo,91,200.0,240.0
29195,Chile,La Cumbre,91,125.0,150.0
29257,Chile,Axel Primero,90,40.0,48.0
29448,Chile,Natura Made with Organically Grown Grapes,85,,
29462,Chile,,88,12.0,14.4
29466,Chile,Marques de Casa Concha,88,22.0,26.4
29472,Chile,,88,19.0,22.8
29477,Chile,Edición Limitada,87,22.0,26.4
29484,Chile,,89,15.0,18.0
29497,Chile,Alpha,89,25.0,30.0
29505,Chile,Sibaris Reserva Especial,89,17.0,20.4
29694,Chile,Boya,88,18.0,21.6
29697,Chile,First Edition,88,24.0,28.8
29832,Chile,,88,,
29836,Chile,Reserva Especial,88,133.0,159.6
29863,Chile,Edicián Limitada,89,25.0,30.0
